provincia,año,total,total_dif,asalariados_0,asalariados_0_dif,asalariados_1_2,asalariados_1_2_dif,asalariados_3_5,asalariados_3_5_dif,asalariados_6_9,asalariados_6_9_dif,asalariados_10_19,asalariados_10_19_dif,asalariados_20_49,asalariados_20_49_dif,asalariados_50_99,asalariados_50_99_dif,asalariados_100_199,asalariados_100_199_dif,asalariados_200_499,asalariados_200_499_dif,asalariados_500_999,asalariados_500_999_dif,asalariados_1000_4999,asalariados_1000_4999_dif,asalariados_5000,asalariados_5000_dif
Jaén,2011,34945,-813,18129,-259,10112,-475,3772,-5,1481,-6,892,-32,428,-16,82,-14,26,-9,16,2,3,1,4,0,0,0
Jaén,2010,35758,-799,18388,-126,10587,-122,3777,-275,1487,-94,924,-134,444,-39,96,-2,35,-11,14,5,2,0,4,-1,0,0
Jaén,2009,36557,-811,18514,64,10709,-316,4052,-75,1581,-188,1058,-125,483,-120,98,-25,46,-13,9,-12,2,-1,5,0,0,0
Jaén,2008,37368,406,18450,-121,11025,389,4127,70,1769,0,1183,42,603,16,123,1,59,11,21,-2,3,-1,5,1,0,0
Jaén,2007,36962,1579,18571,751,10636,493,4057,208,1769,64,1141,17,587,28,122,5,48,4,23,9,4,-1,4,1,0,0
Jaén,2006,35383,708,17820,44,10143,285,3849,215,1705,61,1124,79,559,17,117,7,44,4,14,-5,5,1,3,0,0,0
Jaén,2005,34675,1518,17776,496,9858,647,3634,223,1644,74,1045,42,542,12,110,20,40,0,19,3,4,0,3,1,0,0
Jaén,2004,33157,713,17280,87,9211,361,3411,216,1570,49,1003,-35,530,16,90,1,40,16,16,2,4,0,2,0,0,0
Jaén,2003,32444,868,17193,198,8850,395,3195,108,1521,44,1038,63,514,50,89,11,24,-1,14,-2,4,2,2,0,0,0
Jaén,2002,31576,552,16995,50,8455,280,3087,158,1477,71,975,13,464,-15,78,-2,25,-2,16,-2,2,0,2,1,0,0
Jaén,2001,31024,195,16945,-399,8175,244,2929,222,1406,120,962,-3,479,-2,80,8,27,-1,18,7,2,-1,1,0,0,0
Jaén,2000,30829,752,17344,201,7931,317,2707,72,1286,58,965,46,481,50,72,-2,28,6,11,2,3,1,1,1,0,0
Jaén,1999,30077,NULL,17143,NULL,7614,NULL,2635,NULL,1228,NULL,919,NULL,431,NULL,74,NULL,22,NULL,9,NULL,2,NULL,0,NULL,0,NULL
León,2012,32386,-283,17638,106,9428,191,2904,-408,1247,-77,671,-47,347,-47,94,7,37,-5,14,-1,3,-1,3,0,0,-1
León,2011,32669,-457,17532,124,9237,-427,3312,-28,1324,-61,718,-57,394,-15,87,3,42,7,15,-3,4,0,3,-1,1,1
León,2010,33126,-438,17408,36,9664,-145,3340,-93,1385,-19,775,-127,409,-65,84,-20,35,-7,18,1,4,1,4,0,0,0
León,2009,33564,-448,17372,119,9809,-290,3433,-65,1404,-90,902,-84,474,-34,104,3,42,-5,17,0,3,-2,4,0,0,0
León,2008,34012,449,17253,83,10099,150,3498,56,1494,85,986,48,508,11,101,10,47,3,17,2,5,0,4,1,0,0
León,2007,33563,1204,17170,550,9949,393,3442,126,1409,61,938,42,497,21,91,-3,44,10,15,4,5,0,3,0,0,0
León,2006,32359,695,16620,225,9556,274,3316,61,1348,22,896,83,476,27,94,6,34,-3,11,-2,5,3,3,-1,0,0
León,2005,31664,672,16395,399,9282,64,3255,98,1326,67,813,7,449,22,88,7,37,6,13,1,2,0,4,1,0,0
León,2004,30992,736,15996,9,9218,477,3157,218,1259,-13,806,31,427,20,81,-3,31,-1,12,-1,2,-1,3,0,0,0
León,2003,30256,645,15987,135,8741,345,2939,105,1272,51,775,12,407,4,84,-13,32,3,13,3,3,0,3,0,0,0
León,2002,29611,230,15852,-385,8396,402,2834,111,1221,36,763,37,403,21,97,1,29,5,10,1,3,1,3,0,0,0
León,2001,29381,84,16237,-367,7994,210,2723,139,1185,134,726,-7,382,-29,96,7,24,-4,9,1,2,0,3,0,0,0
León,2000,29297,561,16604,106,7784,207,2584,100,1051,65,733,41,411,25,89,11,28,4,8,1,2,1,3,0,0,0
León,1999,28736,NULL,16498,NULL,7577,NULL,2484,NULL,986,NULL,692,NULL,386,NULL,78,NULL,24,NULL,7,NULL,1,NULL,3,NULL,0,NULL
Lleida,2012,34821,-909,18698,-551,9797,297,3337,-405,1465,-140,860,-69,468,-34,117,-8,51,1,19,-3,6,2,3,1,0,0
Lleida,2011,35730,-868,19249,-78,9500,-582,3742,-19,1605,-97,929,-67,502,-28,125,1,50,1,22,1,4,0,2,0,0,0
Lleida,2010,36598,-322,19327,325,10082,-263,3761,-163,1702,-19,996,-131,530,-58,124,-9,49,0,21,-5,4,1,2,0,0,0
Lleida,2009,36920,-718,19002,453,10345,-670,3924,-182,1721,-131,1127,-107,588,-67,133,-3,49,-8,26,-2,3,-2,2,1,0,0
Lleida,2008,37638,1573,18549,1065,11015,335,4106,69,1852,54,1234,4,655,27,136,2,57,12,28,3,5,2,1,0,0,0
Lleida,2007,36065,2109,17484,1273,10680,488,4037,222,1798,0,1230,84,628,28,134,11,45,4,25,-1,3,0,1,0,0,0
Lleida,2006,33956,1217,16211,260,10192,528,3815,175,1798,159,1146,60,600,24,123,9,41,1,26,1,3,0,1,0,0,0
Lleida,2005,32739,1224,15951,593,9664,328,3640,120,1639,76,1086,63,576,29,114,6,40,3,25,6,3,0,1,0,0,0
Lleida,2004,31515,1910,15358,1024,9336,507,3520,259,1563,44,1023,60,547,39,108,-6,37,-12,19,-5,3,0,1,0,0,0
Lleida,2003,29605,839,14334,154,8829,434,3261,156,1519,55,963,40,508,-4,114,0,49,-2,24,6,3,1,1,-1,0,0
Lleida,2002,28766,625,14180,8,8395,333,3105,149,1464,73,923,23,512,41,114,-9,51,8,18,-1,2,0,2,0,0,0
Lleida,2001,28141,-207,14172,-702,8062,135,2956,206,1391,147,900,-3,471,-19,123,18,43,6,19,4,2,1,2,0,0,0
Lleida,2000,28348,846,14874,387,7927,246,2750,40,1244,97,903,43,490,22,105,2,37,4,15,6,1,-1,2,0,0,0
Lleida,1999,27502,NULL,14487,NULL,7681,NULL,2710,NULL,1147,NULL,860,NULL,468,NULL,103,NULL,33,NULL,9,NULL,2,NULL,2,NULL,0,NULL
Lugo,2012,24288,-211,12517,51,7442,37,2501,-188,1013,-41,480,-52,242,-19,63,-1,20,5,5,-4,3,1,2,0,0,0
Lugo,2011,24499,-215,12466,77,7405,-195,2689,-32,1054,-8,532,-16,261,-35,64,1,15,-6,9,1,2,-2,2,0,0,0
Lugo,2010,24714,-147,12389,74,7600,5,2721,-84,1062,-34,548,-74,296,-26,63,-7,21,-3,8,2,4,0,2,0,0,0
Lugo,2009,24861,-174,12315,149,7595,-233,2805,-36,1096,-4,622,-45,322,-3,70,3,24,-6,6,1,4,-1,2,1,0,0
Lugo,2008,25035,426,12166,238,7828,-28,2841,120,1100,21,667,52,325,19,67,8,30,0,5,-3,5,-1,1,0,0,0
Lugo,2007,24609,829,11928,437,7856,225,2721,40,1079,66,615,43,306,-3,59,10,30,8,8,1,6,2,1,0,0,0
Lugo,2006,23780,658,11491,257,7631,90,2681,226,1013,48,572,20,309,12,49,5,22,-1,7,0,4,1,1,0,0,0
Lugo,2005,23122,643,11234,320,7541,157,2455,98,965,3,552,30,297,36,44,2,23,-1,7,0,3,-2,1,0,0,0
Lugo,2004,22479,83,10914,-245,7384,206,2357,67,962,39,522,-6,261,10,42,5,24,4,7,-1,5,4,1,0,0,0
Lugo,2003,22396,454,11159,65,7178,336,2290,5,923,33,528,14,251,-1,37,-2,20,1,8,2,1,0,1,1,0,0
Lugo,2002,21942,77,11094,-199,6842,130,2285,66,890,29,514,16,252,30,39,1,19,1,6,3,1,0,0,0,0,0
Lugo,2001,21865,40,11293,-440,6712,327,2219,71,861,65,498,9,222,4,38,4,18,0,3,0,1,1,0,-1,0,0
Lugo,2000,21825,558,11733,67,6385,239,2148,140,796,71,489,26,218,9,34,4,18,3,3,-1,0,-1,1,1,0,0
Lugo,1999,21267,NULL,11666,NULL,6146,NULL,2008,NULL,725,NULL,463,NULL,209,NULL,30,NULL,15,NULL,4,NULL,1,NULL,0,NULL,0,NULL
Madrid,2012,499098,-2571,296990,-1288,118140,3331,38727,-2878,19646,-682,12749,-680,7228,-295,2537,-71,1497,-13,910,1,332,-3,278,8,64,-1
Madrid,2011,501669,-1832,298278,6051,114809,-6726,41605,-341,20328,-291,13429,-169,7523,-234,2608,-30,1510,-70,909,-26,335,-9,270,6,65,7
Madrid,2010,503501,-8303,292227,1756,121535,-4883,41946,-1672,20619,-678,13598,-1639,7757,-804,2638,-181,1580,-102,935,-71,344,-14,264,-6,58,-9
Madrid,2009,511804,-7503,290471,2286,126418,-6167,43618,-1418,21297,-527,15237,-660,8561,-584,2819,-100,1682,-98,1006,-170,358,-39,270,-26,67,0
Madrid,2008,519307,16307,288185,13511,132585,2262,45036,7,21824,66,15897,148,9145,89,2919,58,1780,43,1176,71,397,19,296,27,67,6
Madrid,2007,503000,24798,274674,14835,130323,7903,45029,1004,21758,185,15749,195,9056,276,2861,152,1737,139,1105,65,378,39,269,1,61,4
Madrid,2006,478202,22027,259839,8465,122420,6917,44025,3253,21573,1525,15554,1159,8780,421,2709,94,1598,100,1040,46,339,15,268,29,57,3
Madrid,2005,456175,20101,251374,13307,115503,5442,40772,769,20048,-76,14395,7,8359,376,2615,146,1498,26,994,74,324,14,239,13,54,3
Madrid,2004,436074,28419,238067,13505,110061,11151,40003,2082,20124,927,14388,678,7983,42,2469,-23,1472,52,920,-9,310,9,226,2,51,3
Madrid,2003,407655,23017,224562,12413,98910,6882,37921,2108,19197,702,13710,675,7941,138,2492,-60,1420,25,929,100,301,-8,224,34,48,8
Madrid,2002,384638,6853,212149,555,92028,3232,35813,1366,18495,640,13035,475,7803,304,2552,145,1395,74,829,19,309,30,190,16,40,-3
Madrid,2001,377785,12702,211594,3298,88796,4437,34447,1704,17855,2787,12560,447,7499,-328,2407,108,1321,143,810,78,279,26,174,-1,43,3
Madrid,2000,365083,7250,208296,3273,84359,592,32743,902,15068,906,12113,552,7827,659,2299,183,1178,115,732,44,253,16,175,7,40,1
Madrid,1999,357833,NULL,205023,NULL,83767,NULL,31841,NULL,14162,NULL,11561,NULL,7168,NULL,2116,NULL,1063,NULL,688,NULL,237,NULL,168,NULL,39,NULL
Málaga,2012,107385,-2229,58645,-1612,30741,481,9927,-578,4396,-180,2155,-223,1058,-74,247,-26,144,-19,56,1,9,-1,6,2,1,0
Málaga,2011,109614,-677,60257,1301,30260,-1265,10505,-350,4576,-84,2378,-161,1132,-56,273,-61,163,2,55,-4,10,1,4,0,1,0
Málaga,2010,110291,-3071,58956,-712,31525,-699,10855,-476,4660,-476,2539,-382,1188,-266,334,-48,161,-16,59,4,9,1,4,-1,1,0
Málaga,2009,113362,-3321,59668,369,32224,-1513,11331,-698,5136,-528,2921,-481,1454,-331,382,-64,177,-5,55,-60,8,-8,5,-2,1,0
Málaga,2008,116683,2136,59299,1190,33737,777,12029,118,5664,24,3402,27,1785,29,446,-21,182,-25,115,13,16,3,7,1,1,0
Málaga,2007,114547,5834,58109,3434,32960,1843,11911,346,5640,31,3375,135,1756,-7,467,48,207,-9,102,17,13,-2,6,-2,1,0
Málaga,2006,108713,6331,54675,3146,31117,1663,11565,801,5609,466,3240,133,1763,108,419,4,216,-2,85,6,15,5,8,0,1,1
Málaga,2005,102382,5795,51529,3428,29454,1625,10764,289,5143,183,3107,89,1655,107,415,41,218,34,79,-1,10,-1,8,2,0,-1
Málaga,2004,96587,8330,48101,3416,27829,2773,10475,1315,4960,392,3018,334,1548,41,374,37,184,24,80,-4,11,3,6,-2,1,1
Málaga,2003,88257,5628,44685,2113,25056,2000,9160,760,4568,469,2684,113,1507,138,337,14,160,11,84,9,8,-1,8,2,0,0
Málaga,2002,82629,4085,42572,1303,23056,1484,8400,599,4099,393,2571,144,1369,115,323,25,149,7,75,17,9,-1,6,-1,0,0
Málaga,2001,78544,2463,41269,190,21572,762,7801,650,3706,691,2427,136,1254,-13,298,28,142,13,58,6,10,-1,7,2,0,-1
Málaga,2000,76081,4315,41079,1779,20810,1069,7151,535,3015,379,2291,279,1267,209,270,41,129,17,52,3,11,2,5,1,1,1
Málaga,1999,71766,NULL,39300,NULL,19741,NULL,6616,NULL,2636,NULL,2012,NULL,1058,NULL,229,NULL,112,NULL,49,NULL,9,NULL,4,NULL,0,NULL
Melilla,2012,3770,73,2036,-8,1011,70,384,10,203,14,84,-11,38,-5,11,2,1,0,0,0,2,1,0,0,0,0
Melilla,2011,3697,42,2044,37,941,-11,374,-7,189,23,95,-2,43,6,9,-2,1,-2,0,0,1,0,0,0,0,0
Melilla,2010,3655,-44,2007,81,952,-143,381,24,166,2,97,-4,37,-6,11,1,3,2,0,-1,1,0,0,0,0,0
Melilla,2009,3699,-10,1926,24,1095,-12,357,-12,164,-12,101,11,43,-3,10,-4,1,-2,1,0,1,0,0,0,0,0
Melilla,2008,3709,16,1902,15,1107,6,369,1,176,1,90,-5,46,-4,14,2,3,0,1,0,1,0,0,0,0,0
Melilla,2007,3693,36,1887,-12,1101,36,368,-15,175,20,95,3,50,5,12,0,3,-1,1,0,1,0,0,0,0,0
Melilla,2006,3657,-56,1899,-113,1065,36,383,17,155,0,92,4,45,-3,12,1,4,2,1,0,1,0,0,0,0,0
Melilla,2005,3713,42,2012,30,1029,-19,366,10,155,13,88,9,48,-5,11,5,2,-1,1,0,1,0,0,0,0,0
Melilla,2004,3671,211,1982,63,1048,129,356,8,142,3,79,0,53,17,6,-10,3,1,1,-1,1,1,0,0,0,0
Melilla,2003,3460,51,1919,40,919,-7,348,18,139,-12,79,6,36,3,16,3,2,0,2,0,0,0,0,0,0,0
Melilla,2002,3409,-41,1879,-35,926,1,330,-2,151,-12,73,1,33,1,13,5,2,-1,2,1,0,0,0,0,0,0
Melilla,2001,3450,38,1914,-14,925,24,332,19,163,24,72,-15,32,2,8,-2,3,0,1,0,0,0,0,0,0,0
Melilla,2000,3412,78,1928,21,901,31,313,8,139,5,87,12,30,-1,10,2,3,0,1,0,0,0,0,0,0,0
Melilla,1999,3334,NULL,1907,NULL,870,NULL,305,NULL,134,NULL,75,NULL,31,NULL,8,NULL,3,NULL,1,NULL,0,NULL,0,NULL,0,NULL
Murcia,2012,88606,-2250,46357,-773,25145,240,8955,-1068,3998,-258,2255,-258,1259,-113,356,-18,172,1,80,-1,21,0,8,-2,0,0
Murcia,2011,90856,-1340,47130,857,24905,-1452,10023,-173,4256,-160,2513,-257,1372,-118,374,-3,171,-32,81,-3,21,0,10,1,0,0
Murcia,2010,92196,-3440,46273,-200,26357,-952,10196,-829,4416,-465,2770,-583,1490,-319,377,-76,203,1,84,-10,21,-5,9,-2,0,0
Murcia,2009,95636,-4439,46473,-328,27309,-1641,11025,-889,4881,-582,3353,-561,1809,-327,453,-46,202,-14,94,-45,26,-4,11,-2,0,0
Murcia,2008,100075,2701,46801,1312,28950,1164,11914,145,5463,29,3914,17,2136,12,499,-4,216,16,139,13,30,0,13,-3,0,0
Murcia,2007,97374,6676,45489,3362,27786,2096,11769,754,5434,96,3897,204,2124,112,503,21,200,14,126,13,30,4,16,0,0,0
Murcia,2006,90698,5588,42127,2107,25690,1471,11015,953,5338,591,3693,242,2012,167,482,34,186,15,113,4,26,2,16,2,0,0
Murcia,2005,85110,2626,40020,725,24219,877,10062,498,4747,81,3451,222,1845,127,448,60,171,12,109,23,24,0,14,1,0,0
Murcia,2004,82484,6511,39295,3147,23342,1948,9564,702,4666,334,3229,225,1718,126,388,-5,159,15,86,3,24,8,13,8,0,0
Murcia,2003,75973,3426,36148,847,21394,1159,8862,651,4332,408,3004,257,1592,69,393,33,144,-2,83,0,16,5,5,0,0,-1
Murcia,2002,72547,2682,35301,494,20235,1048,8211,570,3924,229,2747,165,1523,151,360,25,146,3,83,-2,11,-3,5,1,1,1
Murcia,2001,69865,1734,34807,-290,19187,1001,7641,417,3695,524,2582,38,1372,3,335,16,143,10,85,13,14,1,4,1,0,0
Murcia,2000,68131,2608,35097,938,18186,654,7224,497,3171,136,2544,216,1369,113,319,23,133,25,72,12,13,-3,3,-3,0,0
Murcia,1999,65523,NULL,34159,NULL,17532,NULL,6727,NULL,3035,NULL,2328,NULL,1256,NULL,296,NULL,108,NULL,60,NULL,16,NULL,6,NULL,0,NULL
Navarra,2012,41305,-236,22482,-417,10463,555,3800,-238,1950,-41,1331,-45,788,-37,238,-19,149,-8,78,14,15,-2,11,2,0,0
Navarra,2011,41541,-806,22899,129,9908,-750,4038,-105,1991,-36,1376,7,825,-40,257,-1,157,-7,64,-4,17,0,9,2,0,-1
Navarra,2010,42347,-935,22770,-36,10658,-498,4143,21,2027,-42,1369,-216,865,-117,258,-40,164,8,68,-10,17,-3,7,-3,1,1
Navarra,2009,43282,-565,22806,-280,11156,-104,4122,-62,2069,-41,1585,-20,982,-18,298,-13,156,-10,78,-10,20,-2,10,-5,0,0
Navarra,2008,43847,705,23086,309,11260,214,4184,32,2110,37,1605,29,1000,51,311,17,166,2,88,5,22,4,15,6,0,-1
Navarra,2007,43142,2059,22777,1488,11046,263,4152,171,2073,28,1576,67,949,11,294,12,164,15,83,3,18,-1,9,1,1,1
Navarra,2006,41083,353,21289,-689,10783,752,3981,134,2045,80,1509,31,938,25,282,27,149,3,80,-9,19,2,8,-3,0,0
Navarra,2005,40730,1051,21978,-4,10031,801,3847,80,1965,41,1478,47,913,72,255,3,146,7,89,5,17,-2,11,1,0,0
Navarra,2004,39679,743,21982,319,9230,233,3767,54,1924,113,1431,24,841,5,252,7,139,4,84,-6,19,-4,10,-5,0,-1
Navarra,2003,38936,1603,21663,1772,8997,59,3713,-202,1811,-101,1407,104,836,-2,245,1,135,-7,90,-21,23,0,15,-1,1,1
Navarra,2002,37333,727,19891,-175,8938,353,3915,225,1912,154,1303,38,838,85,244,9,142,10,111,25,23,-1,16,5,0,-1
Navarra,2001,36606,3788,20066,1362,8585,1495,3690,532,1758,338,1265,74,753,-44,235,10,132,9,86,5,24,6,11,2,1,-1
Navarra,2000,32818,-5476,18704,-3957,7090,-1177,3158,-119,1420,-134,1191,-63,797,-41,225,8,123,-1,81,2,18,2,9,3,2,1
Navarra,1999,38294,NULL,22661,NULL,8267,NULL,3277,NULL,1554,NULL,1254,NULL,838,NULL,217,NULL,124,NULL,79,NULL,16,NULL,6,NULL,1,NULL
Ourense,2012,22845,-142,12153,7,6995,73,2062,-189,842,15,462,-20,232,-29,62,3,21,-3,11,2,1,-1,4,0,0,0
Ourense,2011,22987,-113,12146,6,6922,-3,2251,-48,827,-69,482,5,261,2,59,-4,24,3,9,-4,2,-1,4,0,0,0
Ourense,2010,23100,-204,12140,42,6925,-70,2299,-87,896,2,477,-66,259,-23,63,4,21,-6,13,-1,3,1,4,0,0,0
Ourense,2009,23304,-407,12098,-5,6995,-289,2386,-32,894,-22,543,-33,282,-8,59,-18,27,4,14,-2,2,-1,4,-1,0,0
Ourense,2008,23711,191,12103,76,7284,19,2418,63,916,10,576,8,290,10,77,1,23,1,16,1,3,0,5,2,0,0
Ourense,2007,23520,677,12027,381,7265,211,2355,64,906,-14,568,22,280,10,76,4,22,-3,15,3,3,0,3,-1,0,0
Ourense,2006,22843,391,11646,148,7054,182,2291,13,920,21,546,34,270,-14,72,4,25,0,12,3,3,-1,4,1,0,0
Ourense,2005,22452,334,11498,66,6872,165,2278,54,899,36,512,-20,284,27,68,5,25,2,9,-1,4,-1,3,1,0,0
Ourense,2004,22118,558,11432,76,6707,339,2224,128,863,-7,532,9,257,11,63,0,23,2,10,0,5,-1,2,1,0,0
Ourense,2003,21560,345,11356,-21,6368,227,2096,129,870,-11,523,16,246,4,63,0,21,-1,10,1,6,1,1,0,0,0
Ourense,2002,21215,79,11377,-151,6141,140,1967,33,881,37,507,5,242,13,63,-1,22,5,9,-2,5,0,1,0,0,0
Ourense,2001,21136,177,11528,-260,6001,347,1934,13,844,92,502,5,229,-25,64,4,17,1,11,-1,5,1,1,0,0,0
Ourense,2000,20959,361,11788,20,5654,145,1921,110,752,43,497,5,254,41,60,-6,16,2,12,2,4,-1,1,0,0,0
Ourense,1999,20598,NULL,11768,NULL,5509,NULL,1811,NULL,709,NULL,492,NULL,213,NULL,66,NULL,14,NULL,10,NULL,5,NULL,1,NULL,0,NULL
Palencia,2012,10640,-120,5787,-7,3095,53,986,-116,374,-21,210,-15,133,-20,34,9,9,-3,9,-1,2,1,1,0,0,0
Palencia,2011,10760,-65,5794,60,3042,-109,1102,-7,395,-2,225,-2,153,3,25,-6,12,0,10,-1,1,-1,1,0,0,0
Palencia,2010,10825,-139,5734,-21,3151,-59,1109,21,397,-41,227,-33,150,-5,31,-1,12,-3,11,2,2,1,1,0,0,0
Palencia,2009,10964,-147,5755,-12,3210,-39,1088,-47,438,-16,260,-18,155,-8,32,-5,15,0,9,-2,1,0,1,0,0,0
Palencia,2008,11111,51,5767,17,3249,-21,1135,10,454,31,278,-1,163,10,37,6,15,-2,11,1,1,0,1,0,0,0
Palencia,2007,11060,366,5750,179,3270,73,1125,70,423,27,279,12,153,6,31,-1,17,0,10,0,1,0,1,0,0,0
Palencia,2006,10694,119,5571,-24,3197,92,1055,40,396,4,267,-5,147,8,32,0,17,1,10,3,1,0,1,0,0,0
Palencia,2005,10575,176,5595,44,3105,75,1015,36,392,-10,272,8,139,15,32,5,16,3,7,0,1,0,1,0,0,0
Palencia,2004,10399,102,5551,-153,3030,161,979,71,402,7,264,16,124,-8,27,6,13,1,7,1,1,0,1,0,0,0
Palencia,2003,10297,273,5704,51,2869,164,908,15,395,39,248,4,132,4,21,-3,12,0,6,-1,1,-1,1,1,0,0
Palencia,2002,10024,-17,5653,-115,2705,42,893,43,356,-3,244,-3,128,24,24,-6,12,0,7,0,2,1,0,0,0,0
Palencia,2001,10041,-69,5768,-256,2663,110,850,51,359,17,247,4,104,-10,30,9,12,5,7,1,1,0,0,0,0,0
Palencia,2000,10110,87,6024,-47,2553,60,799,22,342,34,243,21,114,0,21,-2,7,0,6,-2,1,1,0,0,0,0
Palencia,1999,10023,NULL,6071,NULL,2493,NULL,777,NULL,308,NULL,222,NULL,114,NULL,23,NULL,7,NULL,8,NULL,0,NULL,0,NULL,0,NULL
"Las Palmas",2012,68104,-684,37646,-846,17836,538,6344,-236,3132,-36,1719,-65,897,-46,283,28,158,-18,69,-3,16,2,4,-2,0,0
"Las Palmas",2011,68788,-2101,38492,275,17298,-1913,6580,-236,3168,-110,1784,-36,943,-37,255,-37,176,-4,72,-1,14,-1,6,-1,0,0
"Las Palmas",2010,70889,-2002,38217,51,19211,-774,6816,-397,3278,-308,1820,-268,980,-255,292,-19,180,-26,73,-5,15,-3,7,2,0,0
"Las Palmas",2009,72891,-2345,38166,133,19985,-1244,7213,-492,3586,-302,2088,-165,1235,-176,311,-48,206,-9,78,-38,18,-3,5,-1,0,0
"Las Palmas",2008,75236,1545,38033,941,21229,574,7705,69,3888,76,2253,-92,1411,-33,359,-1,215,7,116,7,21,-3,6,0,0,0
"Las Palmas",2007,73691,4518,37092,3023,20655,1046,7636,288,3812,-39,2345,103,1444,64,360,4,208,16,109,10,24,2,6,1,0,0
"Las Palmas",2006,69173,2130,34069,1007,19609,444,7348,324,3851,229,2242,35,1380,73,356,29,192,-10,99,4,22,-2,5,-3,0,0
"Las Palmas",2005,67043,4040,33062,2885,19165,828,7024,83,3622,102,2207,86,1307,19,327,11,202,19,95,4,24,0,8,3,0,0
"Las Palmas",2004,63003,1533,30177,-26,18337,1163,6941,205,3520,72,2121,50,1288,116,316,-27,183,-16,91,-10,24,5,5,1,0,0
"Las Palmas",2003,61470,2295,30203,896,17174,918,6736,338,3448,65,2071,16,1172,28,343,7,199,6,101,20,19,3,4,-2,0,0
"Las Palmas",2002,59175,2364,29307,1031,16256,973,6398,158,3383,24,2055,169,1144,-11,336,4,193,8,81,4,16,3,6,1,0,0
"Las Palmas",2001,56811,1954,28276,296,15283,703,6240,419,3359,689,1886,-147,1155,-53,332,23,185,11,77,9,13,4,5,0,0,0
"Las Palmas",2000,54857,2671,27980,1205,14580,779,5821,235,2670,180,2033,121,1208,112,309,26,174,9,68,2,9,-1,5,3,0,0
"Las Palmas",1999,52186,NULL,26775,NULL,13801,NULL,5586,NULL,2490,NULL,1912,NULL,1096,NULL,283,NULL,165,NULL,66,NULL,10,NULL,2,NULL,0,NULL
Pontevedra,2012,66970,-758,33602,-88,20635,449,6814,-625,2872,-244,1703,-137,910,-97,264,-11,97,0,57,-5,7,1,7,-1,2,0
Pontevedra,2011,67728,-603,33690,459,20186,-772,7439,19,3116,-171,1840,-50,1007,-66,275,-6,97,-13,62,-2,6,-1,8,0,2,0
Pontevedra,2010,68331,-1019,33231,577,20958,-478,7420,-510,3287,-180,1890,-226,1073,-163,281,-25,110,-12,64,-1,7,-2,8,1,2,0
Pontevedra,2009,69350,-1058,32654,111,21436,-726,7930,-50,3467,-64,2116,-186,1236,-120,306,-13,122,-3,65,-5,9,-1,7,-1,2,0
Pontevedra,2008,70408,1390,32543,512,22162,525,7980,100,3531,103,2302,55,1356,67,319,25,125,-7,70,11,10,-1,8,-1,2,1
Pontevedra,2007,69018,3169,32031,1723,21637,859,7880,375,3428,76,2247,66,1289,43,294,5,132,23,59,-4,11,2,9,1,1,0
Pontevedra,2006,65849,2724,30308,1237,20778,915,7505,327,3352,117,2181,63,1246,39,289,29,109,-3,63,2,9,-1,8,-1,1,0
Pontevedra,2005,63125,1554,29071,732,19863,584,7178,-1,3235,81,2118,55,1207,94,260,3,112,0,61,6,10,0,9,0,1,0
Pontevedra,2004,61571,3198,28339,741,19279,1388,7179,712,3154,210,2063,112,1113,25,257,1,112,8,55,1,10,0,9,0,1,0
Pontevedra,2003,58373,2080,27598,461,17891,1210,6467,170,2944,96,1951,114,1088,5,256,9,104,11,54,-2,10,3,9,3,1,0
Pontevedra,2002,56293,1583,27137,348,16681,714,6297,316,2848,89,1837,37,1083,64,247,7,93,3,56,6,7,0,6,-1,1,0
Pontevedra,2001,54710,803,26789,-456,15967,637,5981,246,2759,305,1800,65,1019,-24,240,29,90,-4,50,5,7,-4,7,4,1,0
Pontevedra,2000,53907,1894,27245,685,15330,432,5735,338,2454,189,1735,111,1043,122,211,6,94,7,45,2,11,1,3,1,1,0
Pontevedra,1999,52013,NULL,26560,NULL,14898,NULL,5397,NULL,2265,NULL,1624,NULL,921,NULL,205,NULL,87,NULL,43,NULL,10,NULL,2,NULL,1,NULL
"La Rioja",2012,22486,-315,11818,-248,6234,255,2178,-251,1049,-17,645,-3,413,-46,100,-3,28,-1,16,-1,4,0,1,0,0,0
"La Rioja",2011,22801,-389,12066,212,5979,-532,2429,-7,1066,-16,648,-58,459,15,103,-2,29,-5,17,5,4,-1,1,0,0,0
"La Rioja",2010,23190,-335,11854,-59,6511,-2,2436,-87,1082,-25,706,-98,444,-45,105,-21,34,1,12,2,5,-1,1,0,0,0
"La Rioja",2009,23525,-309,11913,129,6513,-244,2523,-53,1107,-36,804,-41,489,-54,126,-4,33,-5,10,-4,6,2,1,1,0,0
"La Rioja",2008,23834,430,11784,186,6757,149,2576,23,1143,22,845,43,543,4,130,7,38,-7,14,1,4,2,0,0,0,0
"La Rioja",2007,23404,1011,11598,587,6608,272,2553,73,1121,22,802,21,539,20,123,7,45,7,13,1,2,1,0,0,0,0
"La Rioja",2006,22393,795,11011,178,6336,228,2480,223,1099,93,781,47,519,20,116,12,38,-7,12,2,1,-1,0,0,0,0
"La Rioja",2005,21598,549,10833,176,6108,292,2257,28,1006,54,734,-34,499,28,104,3,45,3,10,-2,2,1,0,0,0,0
